rsi,macd,sma_short,sma_long,volume,label
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.002863253585676326,0.002863253585676326,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.06067660186755018,0.06067660186755018,0.0,1
50.0,0.0,0.002690204451435553,0.002690204451435553,0.0,0
50.0,0.0,0.002129,0.002129,0.0,0
50.0,0.0,0.0022155980763291262,0.0022155980763291262,0.0,1
50.0,0.0,0.059561515457748314,0.059561515457748314,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,20.7052420786506,20.7052420786506,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.23663999999999996,0.23663999999999996,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,139.98850588460752,139.98850588460752,0.0,0
50.0,0.0,0.23663999999999996,0.23663999999999996,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.08047994856567876,0.08047994856567876,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.00430196218848862,0.00430196218848862,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.23663999999999996,0.23663999999999996,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.025148885513113145,0.025148885513113145,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.007508307075341681,0.007508307075341681,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.23663999999999996,0.23663999999999996,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.23663999999999996,0.23663999999999996,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.23663999999999996,0.23663999999999996,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.0076627040962623525,0.0076627040962623525,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.007571,0.007571,0.0,0
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.01603322830135822,0.01603322830135822,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.023504137112320043,0.023504137112320043,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.2372528661451121,0.2372528661451121,0.0,1
50.0,0.0,0.0679812280109913,0.0679812280109913,0.0,1
50.0,0.0,0.073475,0.073475,0.0,0
50.0,0.0,0.0679812280109913,0.0679812280109913,0.0,1
50.0,0.0,0.2372457240999792,0.2372457240999792,0.0,1
50.0,0.0,0.3140375502774118,0.3140375502774118,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.0747858019249062,0.0747858019249062,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.008854732103249314,0.008854732103249314,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.011610672255353347,0.011610672255353347,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.023503804316609336,0.023503804316609336,0.0,1
50.0,0.0,0.008933067566432213,0.008933067566432213,0.0,0
50.0,0.0,0.0761110502982869,0.0761110502982869,0.0,1
